Path_1,Path_2,Path_3,Path_4,Path_5
105262.58519290973,96524.60138971319,112557.67785224036,100853.96779946337,107938.70014852949
106323.92505489323,97430.53813269296,112634.38580864712,99318.66433095076,107124.62174256754
104577.16143017095,98249.65529712016,112181.00259647019,99989.59765422129,108329.75717043862
104268.77903632932,98560.92958910095,113487.83593113915,100714.02069226089,109546.12917964459
104480.18718177303,97269.36605793088,112405.9256056748,100383.54119561617,110967.24800050155
105134.46544575127,97005.14410256463,112891.55337350925,100718.48020760244,111429.56306113793
105924.26349470287,96320.17479075407,115502.35003256085,100948.24086066075,110932.03409292547
106806.98041594186,97196.37606963133,115785.7416114997,101596.7519297444,111097.531072333
106477.24048848636,98380.40760039882,114934.01072057217,102251.79689021737,111564.21724356883
106027.5319545035,99459.03620880803,115451.63753358279,99628.23195506664,110983.92528855713
106979.63361894716,98747.68586747762,114955.18542594239,99428.47838764232,112507.86364478292
106817.76880653917,96081.9593799907,113398.55904687359,99983.19403280877,113205.5070945138
105497.83624650205,94422.66055052147,114238.88322336476,99612.7997005829,112240.74377636568
104344.4418917687,95802.76763055088,115561.5803121287,99688.70728299535,114398.99149271082
103426.78231223593,95456.67540048042,115248.51628071064,100476.94587321709,114556.16343792465
103982.3503856552,94778.24130863178,114859.85716994545,100598.44785437893,113348.62343335328
104172.04095372972,96373.03714194932,113801.34847797528,102155.63076215374,112452.88126359392
104933.00245593018,97630.85942097663,113676.24028218581,103347.77292907913,114170.91793807891
104526.64662703921,97693.78126207275,113082.43154405589,103266.57862666255,116300.18833633038
104734.17350834537,97446.22220057738,111984.36417084427,103103.36975350462,117520.74143009032
105431.27410641802,97356.47304809008,114148.09115027453,100205.830900047,119118.21103223326
105147.29861782941,97616.57332589671,114726.24303240735,99918.73899310596,120615.06888630864
105669.6443603233,99217.53128284543,115428.82093236368,98606.53727592087,121335.03971515853
105012.45743021359,99676.38004416098,116494.69016727692,98864.12668162944,121782.81671496444
104673.21064711276,100439.9300543817,117439.50429513566,99054.80662580287,122488.99044629143
104315.50262146689,101654.52010610032,117001.32581609537,99783.70712198003,123439.52392830497
103109.7826856725,100506.15338850518,117367.01652884498,101217.27017801678,122573.4746891583
103653.14286542383,101305.0385013819,117098.21028252668,101231.1678864827,123519.69132684244
103208.05384426602,101047.14752645946,117658.48262399303,103580.152418871,125370.77823079577
103262.23200258757,98545.12396109139,118107.57432872547,103862.35804109718,125162.19582263818
103799.96662565271,96487.33469742372,117702.86660643028,102543.0813423585,124820.1928944927
104304.98582399519,95543.57508386324,116185.32505043122,102007.73275479875,125464.9469940738
105040.73766191382,96089.34217817006,116401.70518043093,101668.30538999834,124700.04047160885
104979.30407755998,96237.12716877843,116210.49269553207,102310.97835248604,123107.8471399253
104576.92017703499,96453.05124208749,114060.16598976834,101382.76210345949,124570.02248026978
104535.38409531966,98373.37697964428,114684.8299124253,101121.21902790654,124058.10040327565
